year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,forceuse,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypCM,lineCM,detailCM
2013,34,381,1012013,24,A,O,P,5,MISD,5,P,Y,Y,N, ,Y, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,34,34,N,N, , ,DS,M,Q, ,25,5,7,180,BR,BR,M, ,R, , ,STREET,129,POST AVENUE,WEST 207 STREET,WEST 204 STREET, ,MANHATTAN, , ,34,C,9,51,1006420,254292,CM,1,20
2013,72,8,1012013,25,A,O,P,2,GLA,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,72,72,Y,N, , , ,M,Q, ,35,5,11,180,BR,BR,M, ,R, , ,STREET, , ,4 AVENUE,59 STREET, ,BROOKLYN, , ,72,G,2, ,979305,172965,CM,1,46
2013,43,6,1012013,27,1,I,P,1,FELONY,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,138,138,N,N, , ,DS,M,B, ,43,5,9,180,BK,BR,M, ,R, , ,RESIDENTIAL,1040,SOUND VIEW AVENUE,WATSON AVENUE,BRUCKNER BOULEVARD, ,BRONX, , ,43,F, , ,1019996,240194,CM,1,20
2013,94,1,1012013,27,1,O,P,1,MISD,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,94,94,N,N, , , ,M,W, ,37,5,11,175,BK,GR,M, ,R, , ,STREET, , ,BEADEL STREET,KINGSLAND AVENUE, ,BROOKLYN, , ,94,A,2, ,1000641,201921,CM,1,9
2013,94,2,1012013,27,1,O,P,1,MISD,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,94,94,N,N, , , ,M,W, ,49,5,8,150,BA,BR,M, ,R, , ,STREET, , ,BEADEL STREET,KINGSLAND AVENUE, ,BROOKLYN, , ,94,A,2, ,1000641,201921,CM,1,9
2013,62,10,1012013,28,1,O,P,5,ROBBERY,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,62,62,Y,N, , , ,M,W, ,31,6,2,200,BK,BR,M, ,R, , ,STREET,124,BAY 28 STREET,BATH AVENUE,BENSON AVENUE, ,BROOKLYN, , ,62,D, , ,984819,157983,CM,1,85
2013,7,1,1012013,30,A,O,P,1,MISD,5,R,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,7,7,N,N, , , ,F,W, ,40,5,10,160,BR,XX,M, ,R, , ,PARKING AREA, , ,SOUTH STREET,MONTGOMERY STREET, ,MANHATTAN, , ,7,A,1, ,988491,198198,CM,1,23
2013,32,3,1012013,30,A,O,P,3,FEL,10,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,32,32,Y,N, , ,DS,F,B, ,16,5,4,115,BK,BR,T, ,R, , ,2ND FL HALLWAY,2471,8 AVENUE,WEST 133 STREET,WEST 130 STREET, ,MANHATTAN, , ,32,H,3,30,998701,236139,CM,1,20
2013,32,8,1012013,30,A,I,P,3,FEL,1,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,32,32,Y,N, , ,DS,M,B, ,15,5,11,150,BK,BR,M, ,R, , ,2ND FL HALLWAY,2471,8 AVENUE,WEST 133 STREET,WEST 130 STREET, ,MANHATTAN, , ,32,H,3,30,998701,236139,CM,1,20
2013,32,9,1012013,30,A,I,P,3,FEL,10,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,32,32,Y,N, , ,OT,M,B, ,16,5,5,140,BK,BR,T, ,R, , ,2ND FL HALLWAY,2471,8 AVENUE,WEST 133 STREET,WEST 130 STREET, ,MANHATTAN, , ,32,H,3,30,998701,236139,CM,1,20
2013,40,16,1012013,30,1,O,H,1,CPW,1,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,807,807,N,Y, , , ,M,B, ,26,5,6,26,BK,BR,M, ,R, , ,SIDEWALK,320,MORRIS AVENUE,EAST 143 STREET,3 AVENUE, ,BRONX, , ,40,I,9, ,1004847,235563,CM,1,20
2013,47,8,1012013,30,A,O,P,3,CPW,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,47,47,Y,N, , , ,M,B, ,24,5,8,170,BA,BK,M, ,R, , ,STREET, , ,EAST 221 STREET,BARNES AVENUE, ,BRONX, , ,47,B, , ,1023194,261400,CM,1,20
2013,83,22,1012013,30,A,O,P,1,MISD,1,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,83,83,Y,N, , , ,M,B, ,24,5,6,170,BK,BR,M, ,R, , ,BUILDING,79,PILLING STREET,EVERGREEN AVENUE,BUSHWICK AVENUE, ,BROOKLYN, , ,83,A, , ,1009975,188603,CM,1,20
2013,88,39,1012013,30,A,O,P,2,GRAND LARCENY AUTO,2,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,88,88,Y,N,V,S, ,M,B, ,28,5,10,185,BK,BR,M, ,R, , ,SIDEWALK, , ,ASHLAND PLACE,DE KALB AVENUE, ,BROOKLYN, , ,88,I, , ,990178,190601,CM,1,46
2013,90,19,1012013,30,A,O,P,1,FEL,5,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,90,90,N,N,V,S, ,M,Q, ,28,5,9,145,BR,BR,M, ,R, , ,STREET, , ,HUMBOLDT STREET,BOERUM STREET, ,BROOKLYN, , ,90,G, , ,1000530,196515,CM,1,20
2013,115,13,1012013,30,A,O,P,2,CRIMINAL MISCHIEF,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,115,115,Y,Y, , , ,M,Q, ,21,6,0,145,BR,BR,M, ,R, , ,STREET,32-23,92 STREET,NORTHERN BOULEVARD,32 AVENUE, ,QUEENS, , ,115,C, , ,1018508,215495,CM,1,23
2013,32,80,1012013,35,A,O,P,3,FEL,3,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,32,32,Y,N, , , ,M,B, ,18,6,0,185,BK,BR,T, ,R, , ,PUBLIC SIDEWALK, , ,8 AVENUE,WEST 134 STREET, ,MANHATTAN, , ,32,I,5, ,998911,236510,CM,1,20
2013,33,343,1012013,36,1,O,H,5,MISD,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,28,162,N,N, , , ,M,B, ,20,5,10,170,BR,BR,M, ,R, , ,HOUSING,111,WADSWORTH AVENUE,WEST 179 STREET,WEST 178 STREET, ,MANHATTAN, , ,33,C,9,28,1001898,248275,CM,1,14
2013,25,1,1012013,38,1,O,P,2,FEL,7,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,162,162,Y,Y, , ,DS,M,B, ,14,5,9,140,BK,BR,M, ,R, , , , , ,LEXINGTON AVENUE,EAST 118 STREET, ,MANHATTAN, , ,25,B, , ,1000678,230719,CM,1,20
